ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,address,block,city,coordinates,county_fips,geocoded_address,id,is_exact,is_match,latitude,longitude,returned_address,side,state,state_fips,tiger_line,tract,zipcode
84K355,K,2,K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,Junior High-Intermediate-Middle,2,14,84,NY,11211,J.T. Leaird,718-302-4018,718-302-4641,"05,06,07,08,09,10",157 WILSON STREET,3000,BROOKLYN,"-73.961426,40.706043",47,"157 WILSON STREET, BROOKLYN, NY, 11211",958,Exact,Match,40.706043,-73.961426,"157 WILSON ST, BROOKLYN, NY, 11211",L,NY,36,59076198,53500,11211
14K016,K,2,K016,P.S. 016 LEONARD DUNKLY,Elementary,1,14,14,NY,11211,MARY RENNY,718-782-5352,718-486-8447,"PK,0K,01,02,03,04,05,SE",157 WILSON STREET,3000,BROOKLYN,"-73.961426,40.706043",47,"157 WILSON STREET, BROOKLYN, NY, 11211",959,Exact,Match,40.706043,-73.961426,"157 WILSON ST, BROOKLYN, NY, 11211",L,NY,36,59076198,53500,11211
14K685,K,2,K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,High school,1,14,14,NY,11211,HECTOR CALDERON,718-387-1125,718-387-4229,"09,10,11,12,SE",250 HOOPER STREET,2002,BROOKLYN,"-73.95563,40.70589",47,"250 HOOPER STREET, BROOKLYN, NY, 11211",960,Exact,Match,40.70589,-73.95563,"250 HOOPER ST, BROOKLYN, NY, 11211",R,NY,36,59076770,52900,11211
24Q113,Q,4,Q113,P.S. 113 ISAAC CHAUNCEY,Junior High-Intermediate-Middle,1,24,24,NY,11385,ANTHONY PRANZO,718-847-0724,718-805-0737,"PK,0K,01,02,03,04,05,06,07,SE",78-23 87TH STREET,3008,QUEENS,"-73.86222,40.705555",81,"78-23 87TH STREET, QUEENS, NY, 11385",961,Non_Exact,Match,40.705555,-73.86222,"78 87TH ST, FLUSHING, NY, 11385",L,NY,36,59705504,63700,11385
84M707,M,1,M707,JOHN V. LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,High school,2,2,84,NY,10004,Ron Tabano/Marc Donald,212-209-6006,212-635-3874,"09,10,11,12",17 BATTERY PLACE,2005,MANHATTAN,"-74.0159,40.704887",61,"17 BATTERY PLACE, MANHATTAN, NY, 10004",962,Non_Exact,Match,40.704887,-74.0159,"17 BATTERY PL, BOWLING GREEN, NY, 10004",R,NY,36,640841439,1300,10004
14K147,K,2,K147,P.S. 147 ISSAC REMSEN,Elementary,1,14,14,NY,11206,JULIA DRAKE,718-497-0326,718-628-4988,"PK,0K,01,02,03,04,05,SE",325 BUSHWICK AVENUE,2003,BROOKLYN,"-73.93929,40.7048",47,"325 BUSHWICK AVENUE, BROOKLYN, NY, 11206",963,Exact,Match,40.7048,-73.93929,"325 BUSHWICK AVE, BROOKLYN, NY, 11206",L,NY,36,59077293,48500,11206
14K449,K,2,K449,"BROOKLYN LATIN SCHOOL, THE",High school,1,14,14,NY,11206,JASON GRIFFITHS,718-366-0154,718-381-3012,"09,10,11,12",325 BUSHWICK AVENUE,2003,BROOKLYN,"-73.93929,40.7048",47,"325 BUSHWICK AVENUE, BROOKLYN, NY, 11206",964,Exact,Match,40.7048,-73.93929,"325 BUSHWICK AVE, BROOKLYN, NY, 11206",L,NY,36,59077293,48500,11206
02M418,M,1,M418,MILLENNIUM HIGH SCHOOL,High school,1,2,2,NY,10004,ROBERT RHODES,212-825-9008,212-825-9095,"09,10,11,12,SE",75 BROAD STREET,1005,MANHATTAN,"-74.01156,40.70443",61,"75 BROAD STREET, MANHATTAN, NY, 10004",965,Non_Exact,Match,40.70443,-74.01156,"75 BROAD ST, BOWLING GREEN, NY, 10004",L,NY,36,59659661,900,10004
24Q119,Q,4,Q119,I.S. 119 THE GLENDALE,Junior High-Intermediate-Middle,1,24,24,NY,11385,Dr. Jeanne Fagan,718-326-8261,718-456-9523,"06,07,08,SE",74-01 78 AVENUE,1001,QUEENS,"-73.87518,40.704407",81,"74-01 78 AVENUE, QUEENS, NY, 11385",966,Non_Exact,Match,40.704407,-73.87518,"74 78TH AVE, FLUSHING, NY, 11385",L,NY,36,59730031,63301,11385
28Q082,Q,4,Q082,P.S. 082 HAMMOND,Elementary,1,28,28,NY,11435,DR. ANGELA BOYKIN,718-526-4139,718-297-0290,"0K,01,02,03,04,05,SE",88-02 144 STREET,3012,QUEENS,"-73.811775,40.7041",81,"88-02 144 STREET, QUEENS, NY, 11435",967,Non_Exact,Match,40.7041,-73.811775,"88 144TH ST, JAMAICA, NY, 11435",R,NY,36,59713045,21400,11435
32K123,K,2,K123,P.S. 123 SUYDAM,Elementary,1,32,32,NY,11237,VERONICA GREENE,718-821-4810,718-821-0858,"0K,01,02,03,04,05,SE",100 IRVING AVENUE,1000,BROOKLYN,"-73.92303,40.703938",47,"100 IRVING AVENUE, BROOKLYN, NY, 11237",968,Exact,Match,40.703938,-73.92303,"100 IRVING AVE, BROOKLYN, NY, 11237",R,NY,36,59082629,42900,11237
84K473,K,2,K473,WILLIAMSBURG CHARTER HIGH SCHOOL,High school,2,14,84,NY,11206,Marsha Spampinato,718-782-9830,347-464-7604,"09,10,11,12",198 VARET STREET,2008,BROOKLYN,"-73.935486,40.703793",47,"198 VARET STREET, BROOKLYN, NY, 11206",969,Exact,Match,40.703793,-73.935486,"198 VARET ST, BROOKLYN, NY, 11206",R,NY,36,59079062,48500,11206
24Q088,Q,4,Q088,P.S. 088 SENECA,Elementary,1,24,24,NY,11385,DAVID BISHOP,718-821-8121,718-386-7214,"PK,0K,01,02,03,04,05,SE",60-85 CATALPA AVENUE,1003,QUEENS,"-73.89631,40.703793",81,"60-85 CATALPA AVENUE, QUEENS, NY, 11385",970,Non_Exact,Match,40.703793,-73.89631,"60 CATALPA AVE, FLUSHING, NY, 11385",L,NY,36,59695224,58500,11385
24Q091,Q,4,Q091,P.S. 091 RICHARD ARKWRIGHT,Elementary,1,24,24,NY,11385,VICTORIA CATALANO,718-821-6880,718-386-0216,"0K,01,02,03,04,05,SE",68-10 CENTRAL AVE,2000,QUEENS,"-73.885315,40.703617",81,"68-10 CENTRAL AVE, QUEENS, NY, 11385",971,Non_Exact,Match,40.703617,-73.885315,"68 CENTRAL AVE, FLUSHING, NY, 11385",R,NY,36,59695440,62700,11385
29Q118,Q,4,Q118,P.S. 118 LORRAINE HANSBERRY,Elementary,1,29,29,NY,11412,Cynthia Ofori-Feaster,718-465-5538,718-264-9178,"PK,0K,01,02,03,04,05,SE",190-20 109 ROAD,2005,QUEENS,"-73.76588,40.703575",81,"190-20 109 ROAD, QUEENS, NY, 11412",972,Non_Exact,Match,40.703575,-73.76588,"190 109TH RD, JAMAICA, NY, 11412",R,NY,36,59718973,50400,11412
14K071,K,2,K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,Secondary School,1,14,14,NY,11206,HOWARD FINEMAN,718-302-7900,718-302-7979,"06,07,08,09,10,11,12,SE",215 HEYWARD STREET,1001,BROOKLYN,"-73.95328,40.703537",47,"215 HEYWARD STREET, BROOKLYN, NY, 11206",973,Exact,Match,40.703537,-73.95328,"215 HEYWARD ST, BROOKLYN, NY, 11206",L,NY,36,59076792,52900,11206
28Q182,Q,4,Q182,P.S. 182 SAMANTHA SMITH,Early Childhood,1,28,28,NY,11435,ANDREW TODD TOPOL,718-291-8500,718-297-0182,"PK,0K,01,02,SE",90-36 150 STREET,3000,QUEENS,"-73.804924,40.703133",81,"90-36 150 STREET, QUEENS, NY, 11435",974,Non_Exact,Match,40.703133,-73.804924,"90 150TH ST, JAMAICA, NY, 11435",R,NY,36,59713203,24000,11435
28Q054,Q,4,Q054,P.S. 054 HILLSIDE,Elementary,1,28,28,NY,11418,ANITA PRASHAD,718-849-0962,718-847-4629,"0K,01,02,03,04,05,SE",86-02 127 STREET,1002,QUEENS,"-73.82424,40.70304",81,"86-02 127 STREET, QUEENS, NY, 11418",975,Non_Exact,Match,40.70304,-73.82424,"86 127TH ST, JAMAICA, NY, 11418",R,NY,36,59712598,14201,11418
14K380,K,2,K380,P.S. 380 JOHN WAYNE ELEMENTARY,Elementary,1,14,14,NY,11206,Diane Vitolo,718-388-0607,718-599-3231,"PK,0K,01,02,03,04,05,SE",370 MARCY AVENUE,2000,BROOKLYN,"-73.95296,40.70241",47,"370 MARCY AVENUE, BROOKLYN, NY, 11206",976,Exact,Match,40.70241,-73.95296,"370 MARCY AVE, BROOKLYN, NY, 11206",R,NY,36,59078605,53100,11206
14K257,K,2,K257,P.S. 257 JOHN F. HYLAN,Elementary,1,14,14,NY,11206,Brian Leavy-DeVale,718-384-7128,718-387-8115,"PK,0K,01,02,03,04,05,SE",60 COOK STREET,2002,BROOKLYN,"-73.94233,40.702347",47,"60 COOK STREET, BROOKLYN, NY, 11206",977,Exact,Match,40.702347,-73.94233,"60 COOK ST, BROOKLYN, NY, 11206",R,NY,36,59078963,49100,11206
14K318,K,2,K318,I.S. 318 EUGENIO MARIA DE HOSTOS,Junior High-Intermediate-Middle,1,14,14,NY,11206,FORTUNATO RUBINO,718-782-0589,718-384-7715,"06,07,08,SE",101 WALTON STREET,1009,BROOKLYN,"-73.949234,40.70226",47,"101 WALTON STREET, BROOKLYN, NY, 11206",978,Exact,Match,40.70226,-73.949234,"101 WALTON ST, BROOKLYN, NY, 11206",L,NY,36,59078700,50900,11206
28Q687,Q,4,Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT  YORK COLLE,High school,1,28,28,NY,11433,JIE ZHANG,718-657-3181,718-657-2579,"09,10,11,12",94-50 159 STREET,1007,QUEENS,"-73.79836,40.70136",81,"94-50 159 STREET, QUEENS, NY, 11433",979,Non_Exact,Match,40.70136,-73.79836,"94 159TH ST, JAMAICA, NY, 11433",R,NY,36,59732185,24600,11433
13K307,K,2,K307,P.S. 307 DANIEL HALE WILLIAMS,Elementary,1,13,13,NY,11201,ROBERTA DAVENPORT,718-834-4748,718-855-4181,"PK,0K,01,02,03,04,05,SE",209 YORK STREET,3019,BROOKLYN,"-73.98254,40.70135",47,"209 YORK STREET, BROOKLYN, NY, 11201",980,Exact,Match,40.70135,-73.98254,"209 YORK ST, BROOKLYN, NY, 11201",L,NY,36,59077402,2100,11201
13K313,K,2,K313,SATELLITE WEST MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,13,13,NY,11201,SUZANE JOSEPH,718-834-6774,718-834-2979,"06,07,08,SE",209 YORK STREET,3019,BROOKLYN,"-73.98254,40.70135",47,"209 YORK STREET, BROOKLYN, NY, 11201",981,Exact,Match,40.70135,-73.98254,"209 YORK ST, BROOKLYN, NY, 11201",L,NY,36,59077402,2100,11201
32K145,K,2,K145,P.S. 145 ANDREW JACKSON,Elementary,1,32,32,NY,11206,MARILYN TORRES,718-821-4823,718-417-3453,"PK,0K,01,02,03,04,05,SE",100 NOLL STREET,2001,BROOKLYN,"-73.933044,40.70092",47,"100 NOLL STREET, BROOKLYN, NY, 11206",982,Exact,Match,40.70092,-73.933044,"100 NOLL ST, BROOKLYN, NY, 11206",R,NY,36,59082497,42500,11206
32K086,K,2,K086,P.S. 086 THE IRVINGTON,Elementary,1,32,32,NY,11237,MABEL SARDUY,718-574-0252,718-919-1839,"0K,01,02,03,04,05,SE",220 IRVING AVENUE,1000,BROOKLYN,"-73.91753,40.7008",47,"220 IRVING AVENUE, BROOKLYN, NY, 11237",983,Exact,Match,40.7008,-73.91753,"220 IRVING AVE, BROOKLYN, NY, 11237",R,NY,36,59082926,43100,11237
32K347,K,2,K347,I.S. 347 SCHOOL OF HUMANITIES,Junior High-Intermediate-Middle,1,32,32,NY,11221,JOHN BARBELLA,718-821-4248,718-821-1332,"06,07,08,SE",35 STARR STREET,2000,BROOKLYN,"-73.92746,40.700706",47,"35 STARR STREET, BROOKLYN, NY, 11221",984,Exact,Match,40.700706,-73.92746,"35 STARR ST, BROOKLYN, NY, 11221",L,NY,36,59082536,42300,11221
32K349,K,2,K349,"I.S. 349 MATH, SCIENCE & TECH.",Junior High-Intermediate-Middle,1,32,32,NY,11221,ROGELIO PARRIS,718-418-6389,718-418-6146,"06,07,08,SE",35 STARR STREET,2000,BROOKLYN,"-73.92746,40.700706",47,"35 STARR STREET, BROOKLYN, NY, 11221",985,Exact,Match,40.700706,-73.92746,"35 STARR ST, BROOKLYN, NY, 11221",L,NY,36,59082536,42300,11221
14K120,K,2,K120,P.S. 120 CARLOS TAPIA,Elementary,1,14,14,NY,11206,Liza Caraballo,718-455-1000,718-574-6637,"PK,0K,01,02,03,04,05,SE",18 BEAVER STREET,1001,BROOKLYN,"-73.93842,40.70065",47,"18 BEAVER STREET, BROOKLYN, NY, 11206",986,Exact,Match,40.70065,-73.93842,"18 BEAVER ST, BROOKLYN, NY, 11206",L,NY,36,59079044,38900,11206
29Q116,Q,4,Q116,P.S. 116 WILLIAM C. HUGHLEY,K-8,1,29,29,NY,11433,BARBARA FULLER,718-526-4884,718-658-5663,"PK,0K,01,02,03,04,05,06,07,08,SE",107-25 WREN PLACE,1006,QUEENS,"-73.7823,40.70063",81,"107-25 WREN PLACE, QUEENS, NY, 11433",987,Non_Exact,Match,40.70063,-73.7823,"107 WREN PL, JAMAICA, NY, 11433",L,NY,36,59714777,41400,11433
13K008,K,2,K008,P.S. 008 ROBERT FULTON,Elementary,1,13,13,NY,11201,SETH PHILLIPS,718-834-6740,718-834-7690,"PK,0K,01,02,03,04,05,SE",37 HICKS STREET,3003,BROOKLYN,"-73.99332,40.700565",47,"37 HICKS STREET, BROOKLYN, NY, 11201",988,Exact,Match,40.700565,-73.99332,"37 HICKS ST, BROOKLYN, NY, 11201",L,NY,36,59074900,100,11201
84K703,K,2,K703,BEGINNING WITH CHILDREN CHARTER SCHOOL,K-8,2,14,84,NY,11206,Timothy Gembka,718-388-8847,718-388-8936,"0K,01,02,03,04,05,06,07,08,SE",11 BARTLETT STREET,1016,BROOKLYN,"-73.947815,40.70024",47,"11 BARTLETT STREET, BROOKLYN, NY, 11206",989,Exact,Match,40.70024,-73.947815,"11 BARTLETT ST, BROOKLYN, NY, 11206",L,NY,36,59078719,50700,11206
24Q077,Q,4,Q077,I.S. 077,Junior High-Intermediate-Middle,1,24,24,NY,11385,JOSEPH MILLER,718-366-7120,718-456-9512,"06,07,08,SE",976 SENECA AVENUE,1001,QUEENS,"-73.90219,40.699547",81,"976 SENECA AVENUE, QUEENS, NY, 11385",990,Non_Exact,Match,40.699547,-73.90219,"976 SENECA AVE, FLUSHING, NY, 11385",R,NY,36,59695127,55500,11385
27Q056,Q,4,Q056,P.S. 056 HARRY EICHLER,Elementary,1,27,27,NY,11418,ANN LEITER,718-441-4448,718-805-1538,"02,03,04,05,SE",86-10 114 STREET,2005,QUEENS,"-73.835335,40.699257",81,"86-10 114 STREET, QUEENS, NY, 11418",991,Non_Exact,Match,40.699257,-73.835335,"86 114TH ST, JAMAICA, NY, 11418",R,NY,36,639172151,13000,11418
24Q239,Q,4,Q239,P.S. 239,Elementary,1,24,24,NY,11385,ROBIN CONNOLLY,718-381-4009,718-381-0592,"PK,0K,01,02,03,04,05,SE",17-15 WEIRFIELD STREET,1001,QUEENS,"-73.903854,40.69909",81,"17-15 WEIRFIELD STREET, QUEENS, NY, 11385",992,Non_Exact,Match,40.69909,-73.903854,"17 WEIRFIELD ST, FLUSHING, NY, 11385",L,NY,36,59695124,55300,11385
75K373,K,2,K373,P.S. 373 - BROOKLYN TRANSITION CENTER,High school,1,14,75,NY,11206,VALERIE MILLER,718-782-6800,718-782-7098,"09,10,11,12,SE",185 ELLERY STREET,3003,BROOKLYN,"-73.945076,40.698864",47,"185 ELLERY STREET, BROOKLYN, NY, 11206",993,Exact,Match,40.698864,-73.945076,"185 ELLERY ST, BROOKLYN, NY, 11206",L,NY,36,59078971,25700,11206
75Q075,Q,4,Q075,ROBERT E. PEARY SCHOOL,K-12 all grades,1,24,75,NY,11385,BRENDA GALLASHAW,718-456-7588,718-628-0491,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",16-66 HANCOCK STREET,1005,QUEENS,"-73.90551,40.69853",81,"16-66 HANCOCK STREET, QUEENS, NY, 11385",994,Non_Exact,Match,40.69853,-73.90551,"16 HANCOCK ST, FLUSHING, NY, 11385",R,NY,36,59695097,55300,11385
13K509,K,2,K509,FREEDOM ACADEMY HIGH SCHOOL,High school,1,13,13,NY,11201,ALYSON FORDE,718-694-8357,718-694-8360,"09,10,11,12,SE",116 NASSAU STREET,1007,BROOKLYN,"-73.986565,40.698486",47,"116 NASSAU STREET, BROOKLYN, NY, 11201",995,Exact,Match,40.698486,-73.986565,"116 NASSAU ST, BROOKLYN, NY, 11201",R,NY,36,59101807,1300,11201
27Q051,Q,4,Q051,P.S. 051,Early Childhood,1,27,27,NY,11418,Magdaly Saint-Juste,718-850-0738,718-850-0830,"PK,0K,01,SE",87-45 117 STREET,1001,QUEENS,"-73.832,40.69828",81,"87-45 117 STREET, QUEENS, NY, 11418",996,Non_Exact,Match,40.69828,-73.832,"87 117TH ST, JAMAICA, NY, 11418",L,NY,36,59707888,12200,11418
29Q136,Q,4,Q136,P.S. 136 ROY WILKINS,Elementary,1,29,29,NY,11412,TANYA S.T. WALKER,718-465-2286,718-464-0040,"PK,0K,01,02,03,04,05,SE",201-15 115 AVENUE,1011,QUEENS,"-73.7527,40.698265",81,"201-15 115 AVENUE, QUEENS, NY, 11412",997,Non_Exact,Match,40.698265,-73.7527,"201 115TH AVE, JAMAICA, NY, 11412",L,NY,36,59720271,52000,11412
13K287,K,2,K287,P.S. 287 BAILEY K. ASHFORD,Elementary,1,13,13,NY,11201,Ms. Michele Rawlins,718-834-4745,718-834-6766,"PK,0K,01,02,03,04,05,SE",50 NAVY STREET,3006,BROOKLYN,"-73.980545,40.69812",47,"50 NAVY STREET, BROOKLYN, NY, 11201",998,Exact,Match,40.69812,-73.980545,"50 NAVY ST, BROOKLYN, NY, 11201",R,NY,36,59077427,2300,11201
13K592,K,2,K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,Junior High-Intermediate-Middle,1,13,13,NY,11201,Beshir Abdellatif,718-522-2119,718-522-9827,"06,07,08,SE",50 NAVY STREET,3006,BROOKLYN,"-73.980545,40.69812",47,"50 NAVY STREET, BROOKLYN, NY, 11201",999,Exact,Match,40.69812,-73.980545,"50 NAVY ST, BROOKLYN, NY, 11201",R,NY,36,59077427,2300,11201
27Q254,Q,4,Q254,P.S. 254,Elementary,1,27,27,NY,11418,NAOMI DROUILLARD,718-846-1840,718-846-7404,"PK,0K,01,02,03,04,05,SE",84-40 101 STREET,2002,QUEENS,"-73.84797,40.697994",81,"84-40 101 STREET, QUEENS, NY, 11418",1000,Non_Exact,Match,40.697994,-73.84797,"84 101ST ST, JAMAICA, NY, 11418",R,NY,36,59707356,2400,11418
32K376,K,2,K376,P.S. 376,Elementary,1,32,32,NY,11237,Maria Vera,718-573-0781,718-573-0769,"0K,01,02,03,04,05,SE",194 HARMAN STREET,2003,BROOKLYN,"-73.92076,40.69797",47,"194 HARMAN STREET, BROOKLYN, NY, 11237",1001,Exact,Match,40.69797,-73.92076,"194 HARMAN ST, BROOKLYN, NY, 11237",R,NY,36,59082684,43100,11237
32K554,K,2,K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,Secondary School,1,32,32,NY,11237,ELVIS ESTEVEZ,718-381-9653,718-381-9680,"06,07,08,09,10,11,12",1474 GATES AVENUE,3002,BROOKLYN,"-73.91375,40.697956",47,"1474 GATES AVENUE, BROOKLYN, NY, 11237",1002,Exact,Match,40.697956,-73.91375,"1474 GATES AVE, BROOKLYN, NY, 11237",R,NY,36,642653649,43300,11237
27Q066,Q,4,Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,Elementary,1,27,27,NY,11418,PHYLLIS LEINWAND,718-849-0184,718-846-6889,"PK,0K,01,02,03,04,05,SE",85-11 102 STREET,1001,QUEENS,"-73.846565,40.697834",81,"85-11 102 STREET, QUEENS, NY, 11418",1003,Non_Exact,Match,40.697834,-73.846565,"85 102ND ST, JAMAICA, NY, 11418",L,NY,36,59707361,2400,11418
14K297,K,2,K297,P.S. 297 ABRAHAM STOCKTON,Elementary,1,14,14,NY,11206,JAMES BROWN,718-388-4581,718-302-2315,"PK,0K,01,02,03,04,05,SE",700 PARK AVENUE,1001,BROOKLYN,"-73.94773,40.697792",47,"700 PARK AVENUE, BROOKLYN, NY, 11206",1004,Exact,Match,40.697792,-73.94773,"700 PARK AVE, BROOKLYN, NY, 11206",R,NY,36,59078732,25700,11206
14K734,,3,K734,The Ethical Community Charter School (TECCS),Elementary,2,14,84,NY,11206,Ann Mooney,718-599-2176,718-599-2814,"0K,01,02",700 PARK AVENUE,1001,BROOKLYN,"-73.94773,40.697792",47,"700 PARK AVENUE, BROOKLYN, NY, 11206",1005,Exact,Match,40.697792,-73.94773,"700 PARK AVE, BROOKLYN, NY, 11206",R,NY,36,59078732,25700,11206
32K116,K,2,K116,P.S. 116 ELIZABETH L FARRELL,Elementary,1,32,32,NY,11237,SEIW KONG,718-821-4623,718-821-0363,"0K,01,02,03,04,05,SE",515 KNICKERBOCKER AVENUE,2002,BROOKLYN,"-73.916504,40.697765",47,"515 KNICKERBOCKER AVENUE, BROOKLYN, NY, 11237",1006,Exact,Match,40.697765,-73.916504,"515 KNICKERBOCKER AVE, BROOKLYN, NY, 11237",L,NY,36,59082935,43300,11237
32K383,K,2,K383,J.H.S. 383 PHILLIPPA SCHUYLER,Junior High-Intermediate-Middle,1,32,32,NY,11237,BARBARA SANDERS,718-574-0390,718-574-1366,"05,06,07,08,SE",1300 GREENE AVENUE,1003,BROOKLYN,"-73.919975,40.69759",47,"1300 GREENE AVENUE, BROOKLYN, NY, 11237",1007,Exact,Match,40.69759,-73.919975,"1300 GREENE AVE, BROOKLYN, NY, 11237",R,NY,36,59082920,43100,11237
84K538,K,2,K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,K-12 all grades,2,32,84,NY,11237,Amy D'Angelo,718-453-0425,718-453-0428,"0K,01,02,03,04,05,06,07,08",1300 GREENE AVENUE,1003,BROOKLYN,"-73.919975,40.69759",47,"1300 GREENE AVENUE, BROOKLYN, NY, 11237",1008,Exact,Match,40.69759,-73.919975,"1300 GREENE AVE, BROOKLYN, NY, 11237",R,NY,36,59082920,43100,11237
32K403,K,2,K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,1,32,32,NY,11237,Nilda Gomez-Katz,718-381-7100,718-628-6965,"09,10,11,12,SE",400 IRVING AVENUE,1000,BROOKLYN,"-73.91175,40.697517",47,"400 IRVING AVENUE, BROOKLYN, NY, 11237",1009,Exact,Match,40.697517,-73.91175,"400 IRVING AVE, BROOKLYN, NY, 11237",R,NY,36,59083056,43500,11237
32K549,K,2,K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,High school,1,32,32,NY,11237,MARK RUSH,718-381-7100,718-418-0192,"09,10,11,12,SE",400 IRVING AVENUE,1000,BROOKLYN,"-73.91175,40.697517",47,"400 IRVING AVENUE, BROOKLYN, NY, 11237",1010,Exact,Match,40.697517,-73.91175,"400 IRVING AVE, BROOKLYN, NY, 11237",R,NY,36,59083056,43500,11237
32K552,K,2,K552,ACADEMY OF URBAN PLANNING,High school,1,32,32,NY,11237,Rodney Orji,718-381-7100,718-418-0314,"09,10,11,12,SE",400 IRVING AVENUE,1000,BROOKLYN,"-73.91175,40.697517",47,"400 IRVING AVENUE, BROOKLYN, NY, 11237",1011,Exact,Match,40.697517,-73.91175,"400 IRVING AVE, BROOKLYN, NY, 11237",R,NY,36,59083056,43500,11237
32K168,K,3,K168,Brooklyn School for Math and Research,High school,1,32,32,NY,11237,Perry Rainey,718-935-3531,,"09,10,11,12,SE",400 IRVING AVENUE,1000,BROOKLYN,"-73.91175,40.697517",47,"400 IRVING AVENUE, BROOKLYN, NY, 11237",1012,Exact,Match,40.697517,-73.91175,"400 IRVING AVE, BROOKLYN, NY, 11237",R,NY,36,59083056,43500,11237
14K059,K,2,K059,P.S. 059 WILLIAM FLOYD,Elementary,1,14,14,NY,11206,DAWN BEST,718-443-3600,718-574-6634,"PK,0K,01,02,03,04,05,SE",211 THROOP AVENUE,1001,BROOKLYN,"-73.943794,40.69747",47,"211 THROOP AVENUE, BROOKLYN, NY, 11206",1013,Exact,Match,40.69747,-73.943794,"211 THROOP AVE, BROOKLYN, NY, 11206",L,NY,36,59078974,28502,11206
29Q147,Q,4,Q147,P.S. 147 RONALD MCNAIR,K-8,1,29,29,NY,11411,ANNE COHEN,718-528-2420,718-723-7819,"PK,0K,01,02,03,04,05,06,07,08,SE",218-01 116 AVENUE,1002,QUEENS,"-73.740944,40.697304",81,"218-01 116 AVENUE, QUEENS, NY, 11411",1014,Non_Exact,Match,40.697304,-73.740944,"218 116TH AVE, JAMAICA, NY, 11411",L,NY,36,59720488,59800,11411
28Q008,Q,4,Q008,J.H.S. 008 RICHARD S. GROSSLEY,Junior High-Intermediate-Middle,1,28,28,NY,11433,ANGELA GREEN,718-739-6883,718-526-2727,"06,07,08,SE",108-35 167 STREET,1005,QUEENS,"-73.787224,40.697227",81,"108-35 167 STREET, QUEENS, NY, 11433",1015,Non_Exact,Match,40.697227,-73.787224,"108 167TH ST, JAMAICA, NY, 11433",L,NY,36,59714710,25800,11433
28Q284,Q,4,Q284,YORK EARLY COLLEGE ACADEMY,Junior High-Intermediate-Middle,1,28,28,NY,11433,DEBORAH BURNETT,718-262-8547,718-558-4257,"06,07,08,09,10,SE",108-35 167 STREET,1005,QUEENS,"-73.787224,40.697227",81,"108-35 167 STREET, QUEENS, NY, 11433",1016,Non_Exact,Match,40.697227,-73.787224,"108 167TH ST, JAMAICA, NY, 11433",L,NY,36,59714710,25800,11433
14K322,K,2,K322,FOUNDATIONS ACADEMY,High school,1,14,14,NY,11206,Gary Beidleman,718-302-5092,718-302-5098,"09,10,11,12,SE",70 TOMPKINS AVENUE,1002,BROOKLYN,"-73.94663,40.69712",47,"70 TOMPKINS AVENUE, BROOKLYN, NY, 11206",1017,Exact,Match,40.69712,-73.94663,"70 TOMPKINS AVE, BROOKLYN, NY, 11206",R,NY,36,59078753,25700,11206
14K330,K,2,K330,URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMENT,Junior High-Intermediate-Middle,1,14,14,NY,11206,KOURTNEY BOYD,718-599-0371,718-388-0872,"06,07,08,SE",70 TOMPKINS AVENUE,1002,BROOKLYN,"-73.94663,40.69712",47,"70 TOMPKINS AVENUE, BROOKLYN, NY, 11206",1018,Exact,Match,40.69712,-73.94663,"70 TOMPKINS AVE, BROOKLYN, NY, 11206",R,NY,36,59078753,25700,11206
75K368,K,2,K368,P.S. 368,K-12 all grades,1,14,75,NY,11206,JOYCELYN NEDD,718-388-9494,718-302-4481,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",70 TOMPKINS AVENUE,1002,BROOKLYN,"-73.94663,40.69712",47,"70 TOMPKINS AVENUE, BROOKLYN, NY, 11206",1019,Exact,Match,40.69712,-73.94663,"70 TOMPKINS AVE, BROOKLYN, NY, 11206",R,NY,36,59078753,25700,11206
84K367,K,3,K367,Brooklyn Success Academy Charter School 1,Elementary,2,14,84,NY,11206,,,,"0K,01,02,03,04,05,SE",70 TOMPKINS AVENUE,1002,BROOKLYN,"-73.94663,40.69712",47,"70 TOMPKINS AVENUE, BROOKLYN, NY, 11206",1020,Exact,Match,40.69712,-73.94663,"70 TOMPKINS AVE, BROOKLYN, NY, 11206",R,NY,36,59078753,25700,11206
